epoch	loss	v_loss	|	v_mae	v_mmre	v_pr25	v_n/a	|	t_mae	t_mmre	t_pr25	t_n/a
84	1.8844	1.9240	|	1.1798	0.7378	34.5238	0.0000	|	1.0813	0.6705	38.5757	0.0000	|  Best result at epoch 13
85	1.9299	1.9207	|	1.1786	0.7287	31.2500	0.0000	|	1.0652	0.6685	37.9822	0.0000	|  Best result at epoch 13
86	1.9368	2.1045	|	1.2496	0.8139	33.9286	0.0000	|	1.1549	0.7464	37.0920	0.0000	|  Best result at epoch 13
87	1.9743	1.8877	|	1.1597	0.7258	33.6310	0.0000	|	1.0706	0.6587	37.6855	0.0000	|  Best result at epoch 13
88	1.9175	1.9288	|	1.1793	0.7460	32.1429	0.0000	|	1.0947	0.6799	35.6083	0.0000	|  Best result at epoch 13
89	1.9339	1.8839	|	1.1587	0.7241	33.0357	0.0000	|	1.0739	0.6596	36.4985	0.0000	|  Best result at epoch 13
90	1.9479	2.0538	|	1.2250	0.7905	30.6548	0.0000	|	1.1317	0.7322	37.6855	0.0000	|  Best result at epoch 13
91	1.9523	1.8513	|	1.1454	0.6979	32.1429	0.0000	|	1.0562	0.6389	39.7626	0.0000	|  Best result at epoch 13
92	1.9599	1.8093	|	1.1238	0.6734	33.0357	0.0000	|	1.0403	0.6110	40.3561	0.0000	|  Best result at epoch 13
93	1.9162	1.8119	|	1.1302	0.6869	35.4167	0.0000	|	1.0469	0.6254	40.6528	0.0000	|  Best result at epoch 13
94	1.9812	2.0724	|	1.2357	0.8122	33.3333	0.0000	|	1.1712	0.7514	35.9050	0.0000	|  Best result at epoch 13
95	1.9277	1.8570	|	1.1445	0.6848	37.7976	0.0000	|	1.0593	0.6277	41.5430	0.0000	|  Best result at epoch 13
96	1.9135	1.8712	|	1.1580	0.7049	36.0119	0.0000	|	1.0657	0.6458	41.8398	0.0000	|  Best result at epoch 13
97	1.9114	1.8204	|	1.1303	0.6723	35.7143	0.0000	|	1.0328	0.6097	41.8398	0.0000	|  Best result at epoch 13
98	1.9037	1.9685	|	1.1830	0.7064	30.6548	0.0000	|	1.0513	0.6484	43.3234	0.0000	|  Best result at epoch 13
99	1.9579	1.8746	|	1.1658	0.7410	34.2262	0.0000	|	1.0771	0.6758	39.7626	0.0000	|  Best result at epoch 13
100	1.9369	1.8290	|	1.1402	0.7068	31.5476	0.0000	|	1.0475	0.6419	39.1691	0.0000	|  Best result at epoch 13
101	1.9214	1.8936	|	1.1663	0.7208	35.7143	0.0000	|	1.0670	0.6505	41.8398	0.0000	|  Best result at epoch 13
102	1.9012	2.0120	|	1.2145	0.7875	32.4405	0.0000	|	1.1195	0.7106	33.5312	0.0000	|  Best result at epoch 13
103	1.8972	2.0061	|	1.2145	0.7860	31.5476	0.0000	|	1.1279	0.7181	38.2789	0.0000	|  Best result at epoch 13
104	1.8584	2.3002	|	1.3025	0.8884	33.9286	0.0000	|	1.2474	0.8164	31.1573	0.0000	|  Best result at epoch 13
105	1.9314	2.0340	|	1.2167	0.7736	35.7143	0.0000	|	1.0960	0.7021	41.5430	0.0000	|  Best result at epoch 13
106	1.9492	1.9963	|	1.2060	0.7748	31.5476	0.0000	|	1.1037	0.6976	32.0475	0.0000	|  Best result at epoch 13
107	1.9244	2.0272	|	1.2187	0.7873	33.3333	0.0000	|	1.1182	0.7106	36.2018	0.0000	|  Best result at epoch 13
108	1.8926	1.9309	|	1.1833	0.7476	33.3333	0.0000	|	1.0786	0.6733	36.2018	0.0000	|  Best result at epoch 13
109	1.9006	1.9067	|	1.1708	0.7174	34.5238	0.0000	|	1.0728	0.6520	40.3561	0.0000	|  Best result at epoch 13
110	1.9347	1.8292	|	1.1322	0.6916	32.7381	0.0000	|	1.0432	0.6268	39.7626	0.0000	|  Best result at epoch 13
111	1.9453	1.9350	|	1.1839	0.7529	33.3333	0.0000	|	1.0880	0.6881	37.9822	0.0000	|  Best result at epoch 13
112	1.9160	1.9950	|	1.2058	0.7811	33.3333	0.0000	|	1.1187	0.7128	36.7953	0.0000	|  Best result at epoch 13
