epoch	loss	v_loss	|	v_mae	v_mmre	v_pr25	v_n/a	|	t_mae	t_mmre	t_pr25	t_n/a
94	13.3558	10.0090	|	2.4012	0.7796	37.5556	0.0000	|	2.1979	0.7286	37.1681	0.0000	|  Best result at epoch 23
95	13.1990	10.0305	|	2.4392	0.8141	35.7778	0.0000	|	2.2758	0.7636	35.8407	0.0000	|  Best result at epoch 23
96	13.3507	10.0090	|	2.4641	0.8288	36.6667	0.0000	|	2.3137	0.7803	36.0619	0.0000	|  Best result at epoch 23
97	12.9816	10.2080	|	2.5286	0.8892	33.5556	0.0000	|	2.4467	0.8403	32.5221	0.0000	|  Best result at epoch 23
98	13.3556	9.9280	|	2.4392	0.8351	35.3333	0.0000	|	2.3286	0.7892	34.9558	0.0000	|  Best result at epoch 23
99	13.0146	9.8993	|	2.3924	0.7780	37.7778	0.0000	|	2.2009	0.7346	37.1681	0.0000	|  Best result at epoch 23
100	13.1889	9.9531	|	2.4648	0.8236	36.2222	0.0000	|	2.3097	0.7799	37.6106	0.0000	|  Best result at epoch 23
101	13.2287	10.0236	|	2.5283	0.8694	36.0000	0.0000	|	2.4063	0.8265	36.9469	0.0000	|  Best result at epoch 23
102	13.0263	9.9365	|	2.4375	0.8050	36.6667	0.0000	|	2.2524	0.7570	38.0531	0.0000	|  Best result at epoch 23
103	12.9885	9.8565	|	2.3971	0.8076	36.6667	0.0000	|	2.2422	0.7569	36.5044	0.0000	|  Best result at epoch 23
104	13.0935	9.8624	|	2.4101	0.7964	37.7778	0.0000	|	2.2247	0.7458	37.8319	0.0000	|  Best result at epoch 23
105	12.9286	10.0236	|	2.4974	0.8451	36.2222	0.0000	|	2.3395	0.7920	36.9469	0.0000	|  Best result at epoch 23
106	13.0351	10.0199	|	2.4422	0.8008	37.3333	0.0000	|	2.2464	0.7483	37.6106	0.0000	|  Best result at epoch 23
107	13.2703	9.9646	|	2.4231	0.8041	35.7778	0.0000	|	2.2460	0.7554	36.0619	0.0000	|  Best result at epoch 23
108	13.2963	9.9073	|	2.4059	0.7955	36.2222	0.0000	|	2.2292	0.7495	36.9469	0.0000	|  Best result at epoch 23
109	13.2627	9.9332	|	2.4077	0.7943	37.3333	0.0000	|	2.2202	0.7486	36.7257	0.0000	|  Best result at epoch 23
110	13.3211	10.0215	|	2.3761	0.7651	37.5556	0.0000	|	2.1609	0.7151	36.9469	0.0000	|  Best result at epoch 23
111	13.1051	9.8609	|	2.3546	0.7499	35.7778	0.0000	|	2.1074	0.7024	35.8407	0.0000	|  Best result at epoch 23
112	13.1885	10.1269	|	2.4133	0.7666	36.4444	0.0000	|	2.1789	0.7192	38.9381	0.0000	|  Best result at epoch 23
113	12.7097	10.1425	|	2.4438	0.7915	37.1111	0.0000	|	2.2297	0.7412	37.6106	0.0000	|  Best result at epoch 23
114	12.9017	10.0912	|	2.4442	0.8085	36.2222	0.0000	|	2.2450	0.7487	36.2832	0.0000	|  Best result at epoch 23
115	13.3754	9.9958	|	2.4636	0.8191	37.5556	0.0000	|	2.2901	0.7692	38.0531	0.0000	|  Best result at epoch 23
116	13.1082	10.0132	|	2.4510	0.8341	36.8889	0.0000	|	2.3151	0.7863	36.5044	0.0000	|  Best result at epoch 23
117	12.9646	10.0031	|	2.4497	0.8317	36.0000	0.0000	|	2.3121	0.7858	35.6195	0.0000	|  Best result at epoch 23
118	13.2320	9.9539	|	2.4114	0.7904	37.1111	0.0000	|	2.2220	0.7423	36.9469	0.0000	|  Best result at epoch 23
119	12.8918	10.0143	|	2.4179	0.7891	36.2222	0.0000	|	2.2323	0.7481	36.7257	0.0000	|  Best result at epoch 23
120	12.7692	10.0995	|	2.4290	0.7832	35.5556	0.0000	|	2.2291	0.7466	37.1681	0.0000	|  Best result at epoch 23
121	13.1137	10.0379	|	2.3888	0.7686	35.5556	0.0000	|	2.1828	0.7255	36.9469	0.0000	|  Best result at epoch 23
122	13.0859	9.9562	|	2.3918	0.7894	35.7778	0.0000	|	2.2189	0.7471	37.1681	0.0000	|  Best result at epoch 23
